incidentid,age,gender,race,schoolaffiliation,shooteroutcome,shooterdied,injury,chargesfiled,verdict,minorchargedadult,criminalhistory
20190130GAMIL,16,Male,,No Relation,Fled/Escaped,No,None,"Charged with aggravated battery, armed robbery, and possession of a weapon on school grounds.",,No,
20190131TNMAM,,,,Unknown,Fled/Escaped,No,None,,,,
20190131TXATA,16,Male,,Student,Fled/Escaped,No,None,,,,
20190205MNMIM,31,Male,,No Relation,Apprehended/Killed by LE,No,None,Second degree assault,"Waived self-defense claims and pleaded guilty to first-degree assault, sentenced to more than seven years in prison.",N/A,
20190208MDFRB,25,Male,Black,No Relation,Apprehended/Killed by LE,No,None,attempted first degree murder and firearms violations,,N/A,
20190212MOCEK,21,Female,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"Jamya D. Norfleet, 21, was charged with second-degree murder, unlawful use of a weapon and armed criminal actionTaylor McMillon, 18, was charged with second-degree murder, unlawful use of a weapon and hindering the prosecution.",28-year prison sentence after she pleaded guilty,N/A,null
20190214NMV.R,16,Male,,Student,Fled/Apprehended,No,None,Attempted murder,,,
20190217COEAA,31,Male,Black,Other Staff,Surrendered,No,None,1st degree murder,,N/A,
20190226ALROM,Teen,Male,Black,Student,Fled/Apprehended,No,None,,,,
20190301KSHIM,26,Male,White,No Relation,Apprehended/Killed by LE,No,Wounded,three counts of aggravated assault on a law enforcement officer and criminal discharge of a firearm at a structure. ,plead guilty to two counts of aggravated assault on a law enforcement officer and one count of discharge of a gun into an occupied dwelling,N/A,null
20190313FLLAO,17,Female,,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20190322ALBLB,74,Male,White,Teacher,Surrendered,No,Wounded,"charged with possession of a deadly weapon on school grounds, aggravated assault, and reckless endangerment.","Convicted of possession of a firearm in a prohibited place, reckless endangerment, and third-degree assault.",N/A,
20190327MSSVH,,,,Unknown,Fled/Escaped,No,None,,,,
20190401ARPRP,14,Male,,Student,Apprehended/Killed by SRO,No,None,,,,
20190403COAUA,30,Male,Other,Other Staff,Fled/Apprehended,No,None,"Carrying concealed weapon, making violent threats",,N/A,
20190403FLSAJ,,,,No Relation,Fled/Escaped,No,None,,,,
20190405WISTM,59,Male,,Other Staff,Unknown,No,None,Fired from the school and pleaded guilty to possessing a firearm on school grounds.,pleaded guilty Friday to possessing a firearm on school grounds - served 4 days (time served),N/A,
20190407MAHOL,,,,Unknown,Fled/Escaped,No,None,,,,
20190410TXROH,,Male,,No Relation,Fled/Escaped,No,None,,,,
20190410TXROH,,Male,,No Relation,Fled/Escaped,No,None,,,,
20190417ILWAL,Teen,Male,,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20190424ARCOC,14,Male,,Student,Suicide,Yes,Suicide,Suicide,,N/A,
20190425GAWYS,,,,Unknown,Fled/Escaped,No,None,,,,
20190426GACRF,Adult,,,Parent,Fled/Escaped,No,None,,,,
20190430FLWEW,Adult,,N/A,Police Officer/SRO,Law Enforcement,No,None,,,,
20190430VACDW,16,Male,,Student,Apprehended/Killed by SRO,No,None,,,,
20190507COSTH,18,Male,White,Student,Apprehended/Killed by LE,No,None,"48 criminal counts, including ""first-degree murder after deliberation, arson and burglary""","Guilty of 46 charges, including first-degree murder, life without parole",No,No
20210614TXEAF,null,Male,null,null,Fled/Escaped,No,None,null,null,null,null
20210614NCRJW,26,Male,White,No Relation,Apprehended/Killed by LE,Yes,Fatal,null,null,null,"Extensive violent criminal history, 2013 felony conviction and prison"
20190507COSTH,16,Transgender,White,Student,Apprehended/Killed by LE,No,None,"48 criminal counts, including ""first-degree murder after deliberation, arson and burglary""","Plea for 16YO shooter (Maya McKinney, also known as ""Alec,"" pleaded guilty to the following counts:
•first-degree murder in the death of Kendrick Castillo;
•conspiracy to commit first-degree murder after deliberation;
•6 counts of attempted murder after d",Yes,No
20190508ILSEC,18,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"First degree murder, aggravated battery with a firearm",,N/A,
20190517FLTEJ,19,Male,Black,Unknown,Fled/Apprehended,No,None,Attempted murder,,,
20190517ORPAP,18,Male,Hispanic,Student,Subdued by Students/Staff/Other,No,None,"Granados-Diaz was charged with possession of a firearm in a public building, attempting to discharge a firearm at a school, reckless endangerment and possession of a loaded firearm in a public place.",,,
20190530DCHEW,,,,No Relation,Fled/Escaped,No,None,,,,
20190606ILGEC,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20190610ILMEW,15,Male,,No Relation,Fled/Apprehended,No,None,"Perez charged with aggravated discharge of a firearm within 1,000 feet of a school and aggravated unlawful use of a weapon — possession of a firearm by a felon",,No,
20190610ILMEW,27,Male,,No Relation,Fled/Apprehended,No,None,"Perez charged with aggravated discharge of a firearm within 1,000 feet of a school and aggravated unlawful use of a weapon — possession of a firearm by a felon",,No,
20190612DCHEW,,,,No Relation,Fled/Escaped,No,None,,,,
20190612PAJEE,16,Male,,No Relation,Fled/Apprehended,No,None,"three counts of attempted murder, aggravated assault and conspiracy to commit aggravated assault",,Yes,
20190612PAJEE,18,Female,,Intimate Relationship,Fled/Apprehended,No,None,"three counts of attempted murder, aggravated assault and conspiracy to commit aggravated assault",,N/A,
20190613NJTAW,46,Male,White,Unknown,Surrendered,No,None,"Unlawful possession of weapon, trespassing on school grounds, possession of hollow-point bullets",,N/A,
20190621MICAF,,,,Unknown,Fled/Escaped,No,None,,,,
20190629COJAC,,Male,,No Relation,Fled/Escaped,No,None,,,,
20190701NYSCN,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20190702AKWIA,22,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Assault 1 and Reckless Endangerment,,N/A,
20190711CTBUH,23,Female,Hispanic,No Relation,Fled/Apprehended,No,None,Murder; Attempted Murder,,N/A,
20190719CAMOS,Teen,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20190808ALBLM,38,Male,,Parent,Surrendered,No,None,Discharging a firearm into an occupied vehicle,Ordered to mental health treatment,N/A,
20190815TNEAN,15,Male,,Rival School Student,Fled/Apprehended,No,None,,,,
20190817GALAA,15,Male,,Student,Fled/Apprehended,No,None,,,No,
20190820PASAC,Adult,Male,,Parent,Surrendered,No,Wounded,,,,
20190823GAPEC,15,Male,,Unknown,Unknown,No,None,aggravated assault and aggravated battery,,No,
20190823MOPAS,,Male,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20190823MOROS,,,,Unknown,Fled/Escaped,No,None,,,,
20190824PAWIP,,Male,,No Relation,Fled/Escaped,No,None,,,,
20190827CAHOL,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20190827NYROR,Adult,Male,,Unknown,Fled/Escaped,No,None,,,N/A,
20190830ALLAM,17,Male,Black,Student,Fled/Apprehended,No,None,9 counts of attempted murder,null,Yes,null
20190830NCKIK,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,"Ni’yon Lathon, 17, of Kinston and Rahmel Gray, 19, of Pink Hill were arrested in connection to the shooting.

Lathon was charged with Possession of a Weapon on Educational Property, Discharging a firearm on Educational Property, Possession of a Handgun by",,,
20190830OHCET,,Male,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20190902MDNOB,,,,No Relation,Fled/Escaped,No,None,,,N/A,
20190906ALCEC,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,N/A,
20190906PAMCJ,40,Male,Black,Unknown,Fled/Apprehended,No,None,homicide and reckless endangerment,,N/A,
20190906PAWEM,,,,Unknown,Fled/Escaped,No,None,,,,
20190910SCSOA,Teen,Male,Black,Unknown,Fled/Escaped,No,None,"A 17-year-old juvenile has been charged with trespassing, disorderly conduct and disturbing schools, according to an Aiken Department of Public Safety news release.

 Unknown suspect
An unidentified suspect stands with a gun at in the South Aiken High Sch",,No,
20190912KSMAM,Adult,Male,,No Relation,Fled/Escaped,No,None,"Four people were taken into custody, and the driver was arrested by the Kansas Highway Patrol for violations stemming from the chase",,N/A,
20190913UTGRW,,Male,,No Relation,Fled/Apprehended,No,None,8 arrested,,,
20190913VAETN,,,,Unknown,Fled/Escaped,No,None,,,,
20190914TXEAF,Adult,Male,,Relative,Fled/Escaped,No,None,,,,
20190916ILILK,,Male,,No Relation,Fled/Escaped,No,None,,,,
20190916VAPHH,,Male,,No Relation,Fled/Apprehended,No,None,Charges pending,,N/A,
20190920PASIP,,Male,,Unknown,Fled/Escaped,No,None,,,,
20190927NCZEC,,,,Unknown,Fled/Escaped,No,None,,,,
20191002GASOA,Adult,Male,,Nonstudent Using Athletic Facilities/Attending Game,Subdued by Students/Staff/Other,No,None,,,,
20191008COSHS,16,Male,,Rival School Student,Fled/Apprehended,No,None,"Charged as an adult with attempted murder, assault with a deadly weapon, illegal discharge of a firearm, possession of a weapon on school grounds, and a misdemeanor count of possession of a handgun by a juvenile.",,,
20191008TXWEH,,,,Student,Unknown,No,None,,,,
20191009MAGRL,,Male,Asian,Unknown,Fled/Apprehended,No,None,"12YOM charged, 11YOMs cannot be charged under state law",,No,
20191009MAGRL,,Male,Asian,Unknown,Fled/Apprehended,No,None,"12YOM charged, 11YOMs cannot be charged under state law",,No,
20191011LARAR,15,Male,,Unknown,Fled/Apprehended,No,None,"Nickerson was booked on the following charges:

First Degree Murder (Attempted),
Illegal Carrying of a Weapon
Carrying a firearm or dangerous weapon by a student or non-student at a school
Unlawful disruption of the operation of a school.
Officers are sti",,,
20191015LAGEN,,Male,,Unknown,Fled/Escaped,No,None,,,,
20191018GACRS,19,,,Unknown,Fled/Escaped,No,None,Charged with possession of a weapon on school grounds.,,,
20191018OHWOT,,,,Unknown,Fled/Escaped,No,None,No suspect to charge,,,
20191022CARIS,17,Male,,Student,Fled/Apprehended,No,None,Charged with attempted murder and three additional felony charges,,,
20191027MDLAL,34,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"attempted second-degree murder, first-degree assault, reckless endangerment and the use of a handgun in a felony",,N/A,
20191029NYNEN,,Male,Black,Student,Fled/Escaped,No,None,,,,
20191108CAEDS,,,,Unknown,Fled/Escaped,No,None,,,,
20191108TXROD,,Male,,Unknown,Fled/Escaped,No,None,,,,
20191111MDACB,,Male,,Unknown,Fled/Escaped,No,None,,,,
20191113CAESL,Adult,,N/A,Police Officer/SRO,Law Enforcement,No,None,,,,
20191114CASAS,16,Male,Asian,Student,Suicide,Yes,Suicide,Died,,N/A,
20191115NJPLP,31,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,three counts of attempted murder and two weapons counts,,N/A,
20191121ILRIO,19,Male,Black,Student,Fled/Apprehended,No,None,criminal damage to property and battery,,No,
20191124CASEU,18,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder X2,,,
20191124CASEU,17,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder X2,,,
20191125ILCAC,,Male,,No Relation,Fled/Escaped,No,None,,,,
20191126WASAV,38,Male,Black,Parent,Fled/Apprehended,Yes,Suicide,Suicide,,N/A,
20191201ALMOM,31,Male,White,No Relation,Fled/Apprehended,No,None,,,,
20191202WIWAW,17,Male,null,Student,Apprehended/Killed by SRO,No,Wounded,felony count of second-degree recklessly endangering safety and a dozen other felony bail jumping counts,Plead no contest: misdemeanor possession of a dangerous weapon at a school and a single count of felony bail jumping,No,null
20191203WIOSO,Adult,Male,,Police Officer/SRO,Law Enforcement,No,Wounded,,,N/A,
20191203WITHM,13,Male,,Student,Fled/Apprehended,No,None,suspicion of possessing a firearm on school grounds,,,
20191204NMPIL,Adult,Male,Hispanic,Police Officer/SRO,Law Enforcement,No,None,Prohibited use of a firearm,,N/A,
20191210ALDED,22,Male,White,Intimate Relationship,Fled/Apprehended,No,None,"discharging a firearm within city limits, reckless endangerment and bond revocation",,N/A,
20191210KSJCK,,,,Unknown,Fled/Escaped,No,None,,,,
20191210NJSAJ,47,Male,White,No Relation,Unknown,No,None,,,,
20191210NJSAJ,50,Female,White,No Relation,Unknown,No,None,,,,
20191211INEVE,,,,Unknown,Fled/Escaped,No,None,,,,
20191211KSCHT,,,,Unknown,Fled/Apprehended,No,None,,,,
20191213VAMAN,17,Male,,Student,Surrendered,No,Wounded,,,,
20191216CTCAN,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20191219FLLEN,50,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Second Degree Murder,"Second Degree Murder, Life in Prison",N/A,
20191221LAWES,34,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,two counts of second-degree battery and illegal use of weapons,,N/A,
20191228MOMAS,17,Male,Black,No Relation,Fled/Apprehended,No,None,1st degree murder,,Yes,
20200107WASOK,16,Male,,Student,Fled/Apprehended,No,None,1st Degree Malicious Mischief,,No,
20200107WASOK,16,Male,,Student,Fled/Apprehended,No,None,1st Degree Malicious Mischief,,No,
20200108FLGLB,,,,Unknown,Surrendered,No,Wounded,,,,
20200110MSMCJ,13,Male,,Student,Unknown,No,None,,,,
20200111TXELD,15,Male,Black,Unknown,Surrendered,No,None,Murder,,,
20200114TXBEH,16,Male,,Student,Fled/Apprehended,No,None,Manslaughter,"Guilty of manslaughter, 12 years",Yes,
20200114TXPOM,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Both face charges of offenses of discharge of a firearm in certain municipalities and places weapons prohibited,,,
20200114TXPOM,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Both face charges of offenses of discharge of a firearm in certain municipalities and places weapons prohibited,,,
20200117MITHH,25,Male,,Parent,Surrendered,No,None,"carrying a pistol in a vehicle in a school zone, which is a felony punishable by up to five years in prison.","pleaded guilty to possession of a weapon in a weapon free school zone, 93 days in jail",N/A,
20200117SCCAS,16,Male,,Student,Suicide,Yes,Suicide,Suicide,,,
20200119TXNOF,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200119TXNOF,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200121ILLIC,,Male,,Unknown,Fled/Escaped,No,None,,,,
20200121NEPAL,,,,Unknown,Fled/Escaped,No,None,,,,
20200123CAOXO,,,,No Relation,Fled/Escaped,No,None,,,,
20200127WAROY,18,Male,Hispanic,No Relation,Fled/Apprehended,No,None,"2 counts of 2nd degree Assault, 1st degree Attempted Robbery, 1st degree Possession of a Stolen Firearm, and Possession of a Dangerous Weapon on School Grounds.",,N/A,
20200128NYMAQ,16,Male,,Student,Surrendered,No,Wounded,,,,
20200128TNWHM,18,Male,Black,Unknown,Fled/Escaped,No,None,,,,
20200128TXLUL,17,Male,Black,No Relation,Fled/Apprehended,No,None,Attempted murder,,Yes,
20200131CADEA,15,Male,,Unknown,Fled/Apprehended,No,None,warrant for homicide and for having a gun on a school campus,,No,
20200201TXHIH,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200203FLGEJ,,,,No Relation,Fled/Escaped,No,None,,,,
20200204LABEA,17,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by SRO,No,None,The brothers face charges for carrying a firearm on school property. Julian is also charged with aggravated assault with a firearm.,,,
20200205NHSEC,17,Male,,Student,Suicide,Yes,Suicide,N/A,N/A,N/A,No
20200212MOJOF,Adult,Male,,Parent,Fled/Escaped,No,None,"The father has been charged with unlawful use of a weapon, seven counts of endangering the welfare of a child, and property damage.",,N/A,
20200215DCDUW,,,,Unknown,Fled/Escaped,No,None,,,,
20200221NMCEA,,,,Unknown,Fled/Escaped,No,None,,,,
20200302TXNOF,Teen,Male,,Student,Apprehended/Killed by LE,No,None,"unlawful carry of a weapon, carrying in a place where weapons are prohibited and deadly conduct",,,
20200305FLSAW,55,Male,Hispanic,Security Guard,Fled/Apprehended,No,None,"possession of a firearm on school property, a third degree felony",,No,
20200310PASHN,41,Male,null,Unknown,Fled/Apprehended,No,None,"charged with two counts of attempted homicide, eight counts of aggravated assault and one count of discharge of a firearm into an occupied structure. In addition, he was charged with firearms not to be carried without a license, prohibited offensive weapo","Plea deal, 3-6 year in prison with 4 years of probation",null,null
20200313TNPIR,Adult,Male,,Police Officer/SRO,Law Enforcement,No,None,,,,
20200315TXATH,20,Male,Black,Former Student,Fled/Apprehended,No,None,Murder warrant,,N/A,
20200318LABOS,Teen,Male,,Unknown,Fled/Escaped,No,None,,,,
20200324LAROM,Adult,Male,,No Relation,Fled/Apprehended,No,None,,,N/A,
20200324LAROM,26,Male,,No Relation,Fled/Apprehended,No,None,Attempted 2nd degree murder,,N/A,
20200324LAROM,Adult,Male,,No Relation,Fled/Apprehended,No,None,,,N/A,
20200330GANAS,,,,No Relation,Fled/Apprehended,No,None,Aggrevated assault,,,
20200330GANAS,,,,No Relation,Fled/Apprehended,No,None,Aggrevated assault,,,
20200413NEMOO,,Male,,No Relation,Fled/Escaped,No,None,,,,
20200505CAGOV,,,,Unknown,Fled/Escaped,No,None,,,,
20200515NCSTC,Adult,Male,White,No Relation,Fled/Apprehended,No,None,Two counts of attempted murder,,N/A,
20200519VAWEM,18,Male,,No Relation,Fled/Apprehended,No,None,"reckless handling of a firearm, shooting a firearm in a public place, shooting a firearm on school property and possession of a weapon on school grounds",,N/A,
20200522OHMIC,,,,Unknown,Fled/Escaped,No,None,,,,
20200525ALORM,,Male,,No Relation,Fled/Escaped,No,None,Robbery 1st and Assault 1st,,N/A,
20200527OHLUC,21,Male,,No Relation,Apprehended/Killed by Other,Yes,Fatal,,,,
20200527OHLUC,Adult,Male,,No Relation,Surrendered,No,Wounded,,,,
20200603IAGAD,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200618INJOI,,,,No Relation,Fled/Escaped,,,,,,
20200621INCOC,14,Male,,Unknown,Fled/Apprehended,No,None,"Theft of a Firearm, Possession of a Handgun on School Property, Criminal Recklessness with a Firearm, Unlawful Entry of a Vehicle, Criminal Mischief",,No,
20200621INCOC,16,Male,,Unknown,Fled/Apprehended,No,None,"Theft of a Firearm, Possession of a Handgun on School Property, Criminal Recklessness with a Firearm, Unlawful Entry of a Vehicle, Criminal Mischief",,No,
20200621INCOC,16,Male,,Unknown,Fled/Apprehended,No,None,Possession of a Handgun without a License and Theft of a Handgun,,No,
20200616FLTOM,,Male,,No Relation,Fled/Escaped,No,None,,,,
20200627VAHAS,17,Male,,Unknown,Fled/Apprehended,No,None,"Attempted malicious wounding, reckless handling of a firearm, discharging a weapon on school property, and underage possession of a firearm",,No,
20200714MIWID,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200701ILFRP,25,Male,White,No Relation,Fled/Apprehended,No,None,Felony aggravated discharge of firearm,,,
20200704INLAM,22,Male,White,No Relation,Fled/Apprehended,No,None,Murder,,,
20200721SCBRO,21,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,Murder,,,
20200727AZCAO,40,Male,,Other Staff,Apprehended/Killed by Other,Yes,Fatal,,,,
20200804PAKEP,29,Male,,No Relation,Fled/Apprehended,No,None,,,,
20200729ILCOC,17,Male,,,Apprehended/Killed by LE,No,Wounded,,,,
20200817MIABG,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200825MOWEC,Adult,,,No Relation,Fled/Escaped,No,None,,,,
19850418TNSOS,18,Male,,Student,Apprehended/Killed by LE,No,None,charges of felonious assault with intent to commit first degree murder and carrying a dangerous weapon on school property,,,No
20190522OHSAC,13,Male,,No Relation,Fled/Apprehended,No,None,delinquency murder (minor),"guilty, prison until 21",No,
20191115NJPLP,28,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Apprehended,No,None,possession of a weapon by a convicted person,"guilty, 5 years",No,
20200830TXLOD,17,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder,,Yes,
20200904FLLOJ,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20200903GADOA,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20200630OHLAW,19,Male,White,No Relation,Fled/Apprehended,No,None,"improperly discharging a firearm into a school, vandalism, and a gun charge.",,No,
20200909TXSOH,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20200910ILPEP,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20191022NJBRB,17,Male,Black,Student,Fled/Apprehended,No,None,four counts of attempted murder and weapons charges,,Yes,
20200916WAARG,Adult,Male,,No Relation,Surrendered,No,None,,,,
20200915UTVIB,27,Male,,No Relation,Apprehended/Killed by LE,Yes,Fatal,Killed,,No,History of mental illness.
20200915SCYOR,,,,,Fled/Escaped,No,None,,,,
20200917OHELA,Teen,Male,,,Fled/Escaped,No,None,,,,
20200916CASOS,20,Male,Hispanic,No Relation,Fled/Apprehended,No,None,Murder,,,
20200910OHSAC,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20200920UTLIS,,,,No Relation,Fled/Escaped,No,None,,,,
20200918KYWIL,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20200917ORDRP,,,,No Relation,Fled/Escaped,No,None,,,,
20200919CAKRS,,,,,Fled/Escaped,No,None,,,,
20200921CAPLP,46,Male,,No Relation,Attempted Suicide,No,Wounded,,,,
20200909PAWEW,Adult,Male,White,No Relation,Fled/Escaped,No,None,,,,
20200923FLHIJ,18,Male,Black,No Relation,Fled/Apprehended,No,None,charged with shooting into an occupied vehicle,,No,
20200923PAWIW,22,Male,Black,No Relation,Fled/Apprehended,No,None,felony aggravated assault and carrying a firearm without a license,"5 years of probation, pleaded guilty to aggravated assault and carrying a firearm without a license",null,null
20200924ILMCS,,Male,,No Relation,Apprehended/Killed by LE,No,None,"charges of aggravated battery, aggravated assault, and criminal damage to property",,,
20200924CAWAC,25,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,None,"shooting at an inhabited dwelling, negligent discharge of a firearm, child endangerment and possession of an illegal assault weapon",,,
20200924CAWAC,27,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,None,"shooting at an inhabited dwelling, negligent discharge of a firearm, child endangerment and possession of an illegal assault weapon",,,
20200924CAWAC,29,Male,Hispanic,No Relation,Apprehended/Killed by LE,No,None,"shooting at an inhabited dwelling, negligent discharge of a firearm, child endangerment and possession of an illegal assault weapon",,,
20200928CTEAN,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20200925ILROR,30,Male,,No Relation,Fled/Apprehended,No,None,Felon in Possession of Firearm,,,Guilty of prior felony.
20190127NVRER,35,Male,White,No Relation,Apprehended/Killed by LE,No,Wounded,,"pled guilty to one count of Assault on an Officer with a Deadly Weapon Committed by a Parolee, one Count of Possession of a Stolen Firearm and one count of Possession of a Stolen",,9 prior felony convictions. On parole during the shooting.
20200925NJHAH,,,,No Relation,Fled/Escaped,No,None,,,,
20150521FLDUJ,16,Male,Black,Student,Fled/Apprehended,No,None,,"guilty plea to two counts of attempted second-degree murder and one count of shooting or throwing deadly missiles, 30 years with 25 mandatory",Yes,
20190918MNFOC,28,Male,,Nonstudent Using Athletic Facilities/Attending Game,Apprehended/Killed by Other,No,None,"second-degree assault with a dangerous weapon, firing a weapon near a school, possession of a firearm by a felon",Guilty,,Three prior felony convictions. 
20200930CADYL,,,,No Relation,Fled/Escaped,No,None,,,,
20130129ALDAM,65,Male,White,No Relation,Fled/Apprehended,No,None,Killed during raid of underground bunker,,,
20201005OKSOM,Teen,,,Student,Apprehended/Killed by LE,No,None,"Arrested and Expelled, Charged not listed",,,
20201005ARKIH,Adult,Male,,,Fled/Apprehended,No,None,"first-degree murder, aggravated assault, terroristic act and possession of a firearm",,,
20201005ARKIH,,,,,Fled/Escaped,No,None,,,,
20201009FLJEJ,18,Male,,Student,Apprehended/Killed by SRO,No,None,,,,
20201012TXNOD,Adult,Male,,No Relation,Apprehended/Killed by SRO,No,None,,,,
20161216FLSAJ,17,Male,Black,Student,Apprehended/Killed by LE,No,None,felony charge of shooting deadly missiles into an occupied vehicle,,Yes,
20190327FLMAJ,,,,,Fled/Escaped,No,None,,,,
20190927CADER,17,Male,,Student,Fled/Apprehended,No,None,,,,
20190927CADER,Teen,Male,,Student,Fled/Apprehended,No,None,,,,
20201013RIRHP,,,,No Relation,Fled/Escaped,No,None,,,,
20201012MNSHS,,,,No Relation,Fled/Escaped,No,None,,,,
20201014PABRB,11,Male,,Student,Apprehended/Killed by LE,No,None,,,,
20201018KYSEL,,,,,Fled/Escaped,No,None,,,,
20201014WAWAS,23,Male,Hispanic,No Relation,Fled/Apprehended,No,None,five counts of first-degree assault with a deadly weapon and drive-by shooting,,,
20201014WAWAS,26,Male,Hispanic,No Relation,Fled/Apprehended,No,None,five counts of first-degree assault with a deadly weapon and drive-by shooting,,,
20201002PAMAE,,,,,Fled/Escaped,No,None,,,,
20201020ARJAP,17,Male,,,Fled/Apprehended,No,None,"capital murder, first-degree battery and commission of a terroristic act",,Yes,
20201026GARIR,Adult,Male,Black,No Relation,Fled/Escaped,No,None,"Felony Murder, Aggravated Assault with a Deadly Weapon, and Armed Robbery",,,
20201028NYROR,,,,No Relation,Fled/Escaped,No,None,,,,
20201024CTSTS,,,,,Fled/Escaped,No,None,,,,
20201029FLLAM,,,,No Relation,Fled/Escaped,No,None,,,,
20201102COERE,,,,,Fled/Escaped,No,None,,,,
20201108INTET,23,Male,Black,No Relation,Fled/Apprehended,No,None,"felon in possession of a firearm, possession of a firearm on school property and intimidation",,,"Felon, investigated for firing shots into a residence in the same area."
20201109CABAL,Adult,Male,,No Relation,Suicide,Yes,Fatal,,,,
20201109TXCOH,,,,No Relation,Fled/Escaped,No,None,,,,
20201106AZKHT,74,Male,White,No Relation,Apprehended/Killed by LE,No,None,14 felony charges,,,
20201112PANAH,18,Male,,No Relation,Fled/Escaped,No,None,"Homicide, tampering or fabricating evidence and four firearms offenses",,,
20201112CACEU,Adult,,,No Relation,Fled/Escaped,No,None,,,,
20160928TNSYP,14,Male,,Student,Surrendered,No,None,,,No,
20201113NCLIL,,,,No Relation,Fled/Escaped,No,None,,,,
20201116TNWIM,25,Male,Black,No Relation,Fled/Apprehended,No,None,"aggravated assault, carrying a weapon on school property and theft of property",,,
20201117TXWEW,Teen,Male,,Nonstudent,Attempted Suicide,No,Wounded,,,,
20201117MTGRG,19,Male,White,No Relation,Apprehended/Killed by LE,No,None,felony criminal mischief,,,
20201124NCHEH,13,Male,,Student,Surrendered,No,None,felony assault with a deadly weapon with intent to kill or inflict serious injury and weapon on campus or other educational property,,,Felony charges can be transferred to adult court in NC. Decision of district attorney.
20201125KSABG,31,Male,,No Relation,Fled/Apprehended,No,None,first-degree murder-Intentional and premeditated and aggravated battery; Knowingly cause great bodily harm or disfigurement,,,
20201207ILEAC,,,,No Relation,Fled/Escaped,No,None,,,,
20201211VATAY,,,,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
20201216ILDUC,,,,No Relation,Fled/Escaped,No,None,,,,
20191124CASEU,20,Male,Hispanic,No Relation,Fled/Apprehended,No,None,two murder counts as well as related gang charges and illegal gun enhancements,,,
20201229WAROS,,,,,Fled/Escaped,No,None,,,,
20210114MDHIW,,,,No Relation,Fled/Escaped,No,None,,,,
20210110ILSOS,,,,,Fled/Escaped,No,None,,,,
20210121OHEAC,Adult,Male,,No Relation,Fled/Escaped,No,None,,,,
20210121OKLOG,Adult,Male,,Parent,Fled/Apprehended,No,Wounded,,,,
20210127FLHOH,Teen,,,Student,Apprehended/Killed by Other,No,None,"charge of possession of a weapon on school grounds, aggravated battery.",,,
20210127FLHOH,Teen,,,Student,Apprehended/Killed by Other,No,None,possession of a weapon on school grounds,,,
20210201MIMUD,Teen,Male,Black,Nonstudent Using Athletic Facilities/Attending Game,Fled/Escaped,No,None,,,,
